Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
d912a775-b8b4-3ba1-ac3b-2e2d41885250,a9f20dc1-5147-3789-bcef-bbecb41c5983,Denisse335 Schulist381,F,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,322
5b05da30-d5c5-3c7f-81d6-b3378a3ff3c7,7fb56531-86bd-3e4a-8619-4df9942da309,Jenniffer979 Ebert178,F,GENERAL PRACTICE,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,97
eb909aa8-80c8-399b-8e89-f79727b011e9,cb6a50e0-af76-3758-99ad-3200ede03fff,Trina350 Cummings51,F,GENERAL PRACTICE,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,4
e2d3a787-83d4-3bd9-a769-753b3285078d,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Wilton999 Pollich983,M,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,13
93f8038a-2a88-3bb2-8ef2-a37b8dcf0854,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Grady603 Green467,M,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,33
dc6cbbb3-afe0-3bd3-a3fd-94a87e1ba0e6,db0acede-4abe-3c01-8d03-5c68a190d8c7,Daren950 Nienow652,M,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,28
f4d65590-22bd-3409-9734-71ffd19f4945,3d10019f-c88e-3de5-9916-6107b9c0263d,Darrick836 Franecki195,M,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,413
aa2c2d64-bf7c-3eba-af47-ea9b5794c86e,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Andrea7 Hirthe744,M,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,223
8ff3babb-d294-3772-96a7-8c72307df38d,12c9daf5-a29c-36c9-ac55-28972463e566,Marcos263 Arroyo916,M,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,52
bb49afa2-3d8a-306c-a06e-a1715dd71af8,226098a2-6a40-3588-b5bb-db56c3a30a04,Hal307 Renner328,M,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,327
1d60fcb3-5155-3ad0-82ac-9589f48c6ec4,b7175ab4-bde5-3848-891b-579bccb77c7c,Arnette709 Conroy74,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,1
db26a5ae-8026-3002-b849-2f4f1d6f1cb1,d733d4a9-080d-3593-b910-2366e652b7ea,Winnie378 Witting912,F,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,25
43b6d00b-7643-36f8-8043-456d4eda39eb,6f122869-a856-3d65-8db9-099bf4f5bbb8,Demetrice140 Crooks415,F,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,48
85761314-d083-374e-96d4-2d892dfa00c6,56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,Ginger664 Goodwin327,F,GENERAL PRACTICE,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,1
ed4d8366-2eb4-3db7-870d-7977fc70a9dd,956ccb85-bea0-30f9-af48-52f5dd95ff72,Shirl54 Ankunding277,F,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,70
1e2c8eff-18b4-353b-ae46-844b81fdf14d,d7b11827-25f2-350b-bcd8-939fc59851b0,Adrian111 Murazik203,M,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,2
9f529022-166f-3db4-9f92-ff1ba11ee565,5103c940-0c08-392f-95cd-446e0cea042a,Loma263 Funk324,F,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,7
966be77d-89e6-3c55-b5ad-55ae5003669f,433c8aea-1ab2-374e-a879-7c6fd0d3c4e6,Guadalupe206 Ávalos396,F,CLINICAL SOCIAL WORKER,1 FITCHBURG ST,SOMERVILLE,MA,02143-2127,42.390445,-71.101033,0
8d9aa0f5-0307-3db8-9b9e-9ab99771b60a,433c8aea-1ab2-374e-a879-7c6fd0d3c4e6,Cary869 Sanford861,M,CLINICAL SOCIAL WORKER,1 FITCHBURG ST,SOMERVILLE,MA,02143-2127,42.390445,-71.101033,0
7cc0b163-be2c-3126-920d-2b0d628a8058,433c8aea-1ab2-374e-a879-7c6fd0d3c4e6,Stan246 Robel940,M,GENERAL PRACTICE,1 FITCHBURG ST,SOMERVILLE,MA,02143-2127,42.390445,-71.101033,8
26f279de-9181-3755-9a7d-56cf41d4331d,8df24b2c-33bc-3b40-9696-327ad4c96065,Maddie576 Trantow673,F,CHIROPRACTIC,84 HUTTLESTON AVE,FAIRHAVEN,MA,02719-3140,41.633619,-70.871306,0
3c2b01f1-6a41-3187-a5e1-f58db8abd131,8df24b2c-33bc-3b40-9696-327ad4c96065,Bert917 Trantow673,M,GENERAL PRACTICE,84 HUTTLESTON AVE,FAIRHAVEN,MA,02719-3140,41.633619,-70.871306,27
c66fc61f-5e9c-32d9-988a-b9ae9843606b,06eff9e0-c5b4-39ed-8273-2f29cf5d3185,Kermit56 Greenholt190,M,CLINICAL SOCIAL WORKER,464 GRANITE AVE,MILTON,MA,02186-5625,42.241557,-71.082432,0
de04589a-6b3f-3c4d-ac6c-4078f58454f1,06eff9e0-c5b4-39ed-8273-2f29cf5d3185,Brandy18 Bruen238,F,CLINICAL SOCIAL WORKER,464 GRANITE AVE,MILTON,MA,02186-5625,42.241557,-71.082432,0
c57012ce-defe-3b51-b1bb-c52555a8de35,06eff9e0-c5b4-39ed-8273-2f29cf5d3185,Chante435 Greenholt190,F,GENERAL PRACTICE,464 GRANITE AVE,MILTON,MA,02186-5625,42.241557,-71.082432,29
9d59e40f-74e3-3cdf-8edc-0c303f234df9,031e6828-ff22-3d88-b123-fdd3f4df8dcb,Janna498 Hand679,F,CLINICAL SOCIAL WORKER,279 MASSACHUSETTS AVE,ARLINGTON,MA,02474-8342,42.418721999999995,-71.163912,0
892ef7ec-e67e-388e-a4db-c4864bc70ce3,031e6828-ff22-3d88-b123-fdd3f4df8dcb,Janna498 Hand679,F,GENERAL PRACTICE,279 MASSACHUSETTS AVE,ARLINGTON,MA,02474-8342,42.418721999999995,-71.163912,73
93adfbf1-86a4-3f90-a0b6-b86c68577604,966874de-c438-32e7-b720-8a798a7c80e5,Mercedes82 Urbina137,F,CLINICAL SOCIAL WORKER,89 ABBOTTSFORD RD,BROOKLINE,MA,02446-5871,42.323853,-71.142003,0
00923d88-0aee-3374-a036-348efd1f1199,966874de-c438-32e7-b720-8a798a7c80e5,Spencer878 Homenick806,M,GENERAL PRACTICE,89 ABBOTTSFORD RD,BROOKLINE,MA,02446-5871,42.323853,-71.142003,50
02c159db-0b0a-3c13-b7e0-e5546b5f2ef6,d5ab6811-6a6f-363f-978a-17d2fd7a6550,Bernardo699 Denesik803,M,GENERAL PRACTICE,49 HANCOCK ST,CAMBRIDGE,MA,02139-3188,42.376043,-71.11868,33
3dfa5cdf-c0ac-3926-a6f4-73383f21148e,b5224693-0819-3f63-9e94-ab96794d5ccc,Gillian484 Wisozk929,F,CLINICAL SOCIAL WORKER,FAMILY CONSULTANTS,SAGAMORE BEACH,MA,02562,41.782888,-70.5321,0
d6f9982d-e47e-3498-b2e2-6e378a4337f2,b5224693-0819-3f63-9e94-ab96794d5ccc,Ethel888 Schaefer657,F,CLINICAL SOCIAL WORKER,FAMILY CONSULTANTS,SAGAMORE BEACH,MA,02562,41.782888,-70.5321,0
fa43257e-cd51-3413-a8bc-bfeb512f05bd,b5224693-0819-3f63-9e94-ab96794d5ccc,Leif534 Wisozk929,M,GENERAL PRACTICE,FAMILY CONSULTANTS,SAGAMORE BEACH,MA,02562,41.782888,-70.5321,38
4e55a399-4b52-3310-9d6c-48412d46e710,0517fca3-9416-3b31-a5b0-4921fe5bf34b,Claudia969 Jacobs452,F,CLINICAL PSYCHOLOGIST,2 CTR ST,GROVELAND,MA,01834-1001,42.7539,-71.015935,0
d580080b-aede-3788-9dfc-6f298154f1ae,0517fca3-9416-3b31-a5b0-4921fe5bf34b,Shaun461 Jacobs452,M,GENERAL PRACTICE,2 CTR ST,GROVELAND,MA,01834-1001,42.7539,-71.015935,99
41ee2220-1bce-3eb9-aa0f-a057c8dba082,6dc4576a-e9ae-3552-8f3f-d28a630c97f6,Florentino8 Fritsch593,M,PSYCHIATRY,93 CONCORD AVE,BELMONT,MA,02478-4054,42.395317,-71.180284,0
5ce035e6-8273-3676-91f2-88306957cebe,6dc4576a-e9ae-3552-8f3f-d28a630c97f6,Wanetta360 Fritsch593,F,GENERAL PRACTICE,93 CONCORD AVE,BELMONT,MA,02478-4054,42.395317,-71.180284,51
085f4b5b-1caa-3b9a-a624-0e4ec53bc741,cfe3a28d-6e30-35e1-af49-25cbcdef2901,Millard193 Kertzmann286,M,GENERAL PRACTICE,1261 FURNACE BROOK PKWY,QUINCY,MA,02169-4721,42.261006,-71.008988,42
ada38bba-5ed6-3295-8187-3081b80921d5,93195fdb-9cd5-3268-93d9-6a08a3589049,Joane83 Kuphal363,F,GENERAL PRACTICE,875 MASSACHUSETTS AVE,CAMBRIDGE,MA,02139-3067,42.376043,-71.11868,34
3f648556-5a9e-3216-bee0-55f76cb2f291,737ae7be-959b-3c7f-b998-de3c90996c38,Dustin31 Homenick806,M,NEUROLOGY,103 GARLAND ST,EVERETT,MA,02149-5066,42.405938,-71.054649,0
9e6d07ac-cecc-3e2e-a974-95514672d56d,737ae7be-959b-3c7f-b998-de3c90996c38,Shay725 Homenick806,F,GENERAL PRACTICE,103 GARLAND ST,EVERETT,MA,02149-5066,42.405938,-71.054649,34
250a5af1-70e6-3c44-b9a5-9135599174d0,c4b1dab0-7e47-38c8-8dca-aa452cbaa4d9,Adrienne302 Kovacek682,F,GENERAL PRACTICE,204 LAFAYETTE ST,SALEM,MA,01970-4721,42.499248,-70.898204,43
fab69394-4e53-38d4-935c-c9830f84c0fd,8868d7b7-e54b-3b60-b35e-c0913b04e497,Renay451 Wyman904,F,GENERAL PRACTICE,90 CONCORD AVE,BELMONT,MA,02478-4046,42.395317,-71.180284,35
1cd4cbc0-7181-323a-90b6-f57d62cf34b2,06554ce1-b5ed-37f3-b3da-8493fc33b115,Gary33 Franecki195,F,GENERAL PRACTICE,955 MAIN ST,WINCHESTER,MA,01890-1992,42.452752000000004,-71.144319,35
6a6c0516-d4da-3f89-bb19-e676f3b41e34,8ba86aab-d837-3747-bd08-a88b3f9c2a45,Oswaldo857 Durgan499,M,CHIROPRACTIC,2141 BOSTON RD,WILBRAHAM,MA,01095-1147,42.126883,-72.430952,0
276ce81c-54ef-3128-909b-b6fd069cef62,8ba86aab-d837-3747-bd08-a88b3f9c2a45,Abel832 Balistreri607,M,CHIROPRACTIC,2141 BOSTON RD,WILBRAHAM,MA,01095-1147,42.126883,-72.430952,0
eae8d475-4b4e-315b-bc4c-b4ae8a4b548b,8ba86aab-d837-3747-bd08-a88b3f9c2a45,Katy259 Durgan499,F,GENERAL PRACTICE,2141 BOSTON RD,WILBRAHAM,MA,01095-1147,42.126883,-72.430952,24
c69c36be-6cf3-3813-8775-dc6ab2e9ef38,38e0b661-3b75-39d0-9623-dcf66dc08554,Benito209 Welch179,M,GENERAL PRACTICE,190 GROTON RD,AYER,MA,01432-1189,42.566573,-71.575135,60
04b369b2-f12c-33e7-bc3b-566ab08d5327,0e91e5af-ec87-3c7a-9766-7d425d331ac2,Keenan632 Cremin516,M,GENERAL PRACTICE,200 N MAIN ST,EAST LONGMEADOW,MA,01028-2353,42.062378,-72.498111,10
905a8b19-d544-3846-8b72-8b5da9bc879e,8de13ae4-0690-388e-b0be-ebda7bbafc24,Antony83 Zieme486,M,CHIROPRACTIC,558 LINCOLN AVE,SAUGUS,MA,01906-3850,42.468432,-71.01394599999999,0
2e9de4a2-ff39-3f19-bea6-ad1b34cca376,8de13ae4-0690-388e-b0be-ebda7bbafc24,Ashleigh941 Zieme486,F,GENERAL PRACTICE,558 LINCOLN AVE,SAUGUS,MA,01906-3850,42.468432,-71.01394599999999,31
6920e85e-6c11-329c-b0b9-2abb30ddcbb2,9a6b5abc-68be-3ee9-a7d4-52f615318596,Carlena776 Anderson154,F,GENERAL PRACTICE,100 HIGHLAND ST,MILTON,MA,02186-3801,42.241557,-71.082432,11
c65db64f-88d2-3d48-ad0c-704ad2f5f009,352525e3-4ae0-3539-b88b-ce589be9b580,Guadalupe206 Domínguez946,F,GENERAL PRACTICE,1101 BEACON ST,BROOKLINE,MA,02446-5515,42.323853,-71.142003,33
fb1b6420-1a37-35c2-96fd-786e921a5906,1e8cb474-b1c2-3442-ab6b-2dc03d57a10b,Whitney250 Rutherford999,M,GENERAL PRACTICE,62 BROWN ST,HAVERHILL,MA,01830-6790,42.782945,-71.087436,69
64161ec0-7945-375f-a1c0-d5f49553565e,35558a5e-6757-3f02-bd34-f9a00e06cd25,Nadene309 Feest103,F,GENERAL PRACTICE,150 CALIFORNIA ST,NEWTON,MA,02458-1005,42.331876,-71.208402,32
f5ef1405-9cca-3729-84eb-66c054e63464,35558a5e-6757-3f02-bd34-f9a00e06cd25,Logan497 Feest103,M,INTERNAL MEDICINE,150 CALIFORNIA ST,NEWTON,MA,02458-1005,42.331876,-71.208402,0
e9f9647f-22e5-3011-b6e4-7ce68075180a,b41f43a2-7b1c-3a74-ae87-c01f4431a99f,Soraya693 Luettgen772,F,OPTOMETRY,9 WARREN ST,RANDOLPH,MA,02368-4015,42.178993,-71.052654,0
a27674eb-f4e7-3f2c-87d7-a06dfc9ea568,b41f43a2-7b1c-3a74-ae87-c01f4431a99f,Santos184 Luettgen772,M,GENERAL PRACTICE,9 WARREN ST,RANDOLPH,MA,02368-4015,42.178993,-71.052654,49
db7d882f-645f-38e8-8227-7cf66b3c667f,620d4a8a-ef3b-30c4-9c58-a409e8f3b7f1,Kaitlin600 Toy286,F,OPTOMETRY,13 MECHANIC ST,BELLINGHAM,MA,02019-9998,42.076682,-71.47449,0
6240e34b-f1a6-374d-af15-dea26341ba2e,620d4a8a-ef3b-30c4-9c58-a409e8f3b7f1,Dolores502 Valdivia496,F,GENERAL PRACTICE,13 MECHANIC ST,BELLINGHAM,MA,02019-9998,42.076682,-71.47449,25
bde9cfac-c0f3-32dd-a3b5-7c4894683c33,f3e48571-0cfd-3542-8a63-02c8da9e0179,Fredrick998 Hilpert278,M,NURSE PRACTITIONER,536 WASHINGTON ST,ABINGTON,MA,02351-2465,42.119966999999995,-70.957211,0
23bcdbd6-1ad8-321e-a671-15a3728fdea8,f3e48571-0cfd-3542-8a63-02c8da9e0179,Johnie961 Jast432,F,NURSE PRACTITIONER,536 WASHINGTON ST,ABINGTON,MA,02351-2465,42.119966999999995,-70.957211,0
6f7f548c-4ee6-3d1c-b682-05ddba97b05b,f3e48571-0cfd-3542-8a63-02c8da9e0179,Lola232 Rice937,F,NURSE PRACTITIONER,536 WASHINGTON ST,ABINGTON,MA,02351-2465,42.119966999999995,-70.957211,0
3aebdd4d-83b4-30ae-96f9-1a4fd15bb64a,f3e48571-0cfd-3542-8a63-02c8da9e0179,Kaylene27 Hilpert278,F,NEUROLOGY,536 WASHINGTON ST,ABINGTON,MA,02351-2465,42.119966999999995,-70.957211,0
309a6304-8877-3989-82f6-b9d353c28142,f3e48571-0cfd-3542-8a63-02c8da9e0179,Johnie961 Jast432,F,NEUROLOGY,536 WASHINGTON ST,ABINGTON,MA,02351-2465,42.119966999999995,-70.957211,0
632c7582-84c6-348c-9541-de4123b538f9,f3e48571-0cfd-3542-8a63-02c8da9e0179,Lola232 Rice937,F,NEUROLOGY,536 WASHINGTON ST,ABINGTON,MA,02351-2465,42.119966999999995,-70.957211,0
7b4d1bf4-fa33-36f8-9efd-4ec453876ea2,f3e48571-0cfd-3542-8a63-02c8da9e0179,Brenton674 Lueilwitz711,M,NEUROLOGY,536 WASHINGTON ST,ABINGTON,MA,02351-2465,42.119966999999995,-70.957211,0
24c9a293-48c9-3599-b446-8f9a755c5269,f3e48571-0cfd-3542-8a63-02c8da9e0179,Iliana226 Hickle134,F,NEUROLOGY,536 WASHINGTON ST,ABINGTON,MA,02351-2465,42.119966999999995,-70.957211,0
de1acfb3-4f10-3a98-a9b6-8158162bd0fc,f3e48571-0cfd-3542-8a63-02c8da9e0179,Errol226 Denesik803,M,NEUROLOGY,536 WASHINGTON ST,ABINGTON,MA,02351-2465,42.119966999999995,-70.957211,0
27fb26b3-d33b-3dfc-a514-2d549e8d6ae3,f3e48571-0cfd-3542-8a63-02c8da9e0179,Karoline975 Lang846,F,NEUROLOGY,536 WASHINGTON ST,ABINGTON,MA,02351-2465,42.119966999999995,-70.957211,0
6c41acad-a70c-3e65-8a1a-bcdfd23c43e9,f3e48571-0cfd-3542-8a63-02c8da9e0179,Fredrick998 Hilpert278,M,GENERAL PRACTICE,536 WASHINGTON ST,ABINGTON,MA,02351-2465,42.119966999999995,-70.957211,28
f28c25af-7b7c-3dd4-a555-4b62ed410cd8,bcae3323-016b-3c5b-ad6c-2649b3768695,Keshia89 Murphy561,F,GENERAL PRACTICE,1 WATER ST,HAVERHILL,MA,01830-6221,42.782945,-71.087436,17
ff61e612-091b-39e9-8f5f-202d85242bb2,bcae3323-016b-3c5b-ad6c-2649b3768695,Elijah719 Murphy561,M,INTERNAL MEDICINE,1 WATER ST,HAVERHILL,MA,01830-6221,42.782945,-71.087436,0
67b945ef-f567-3f5d-a08a-7b32b842d65a,1a3625e3-aae0-305c-ae4b-ed26eaefa2b6,Jed345 Brown30,M,GENERAL PRACTICE,983 BENNINGTON ST,EAST BOSTON,MA,02128-1134,42.375541,-70.970646,30
810a257a-9c62-334d-81e3-e5a10687637d,6b6e3359-cd17-3d26-ba37-248d9aa80763,Miquel905 Abernathy524,M,PSYCHIATRY,100 GOULD RD,MONTEREY,MA,01245,42.186893,-73.223105,0
fa55821f-3243-3fbc-aa98-efd28bea0cb4,6b6e3359-cd17-3d26-ba37-248d9aa80763,Miquel905 Abernathy524,M,GENERAL PRACTICE,100 GOULD RD,MONTEREY,MA,01245,42.186893,-73.223105,6
f9336526-219f-3785-ab36-f1bde2b7ac7a,43041259-03eb-340c-bf73-cf4170e5f521,Víctor493 Alemán808,M,GENERAL PRACTICE,51 PERFORMANCE DR,WEYMOUTH,MA,02189-3141,42.206676,-70.94584499999998,27
a7a74854-6062-3f49-af7c-2204c694121f,e8fb611a-e8b1-3acb-abd1-e2ef7f57798d,Hisako109 Crist667,F,NEUROLOGY,200 BAKER AVE,CONCORD,MA,01742-2170,42.462911,-71.364496,0
7c839b9e-8b84-3741-9074-a20d586d19bf,e8fb611a-e8b1-3acb-abd1-e2ef7f57798d,Fredericka800 Wiza601,F,NEUROLOGY,200 BAKER AVE,CONCORD,MA,01742-2170,42.462911,-71.364496,0
a366def3-6996-3b41-bc71-d80381a59f22,e8fb611a-e8b1-3acb-abd1-e2ef7f57798d,Jody426 Crist667,M,ANESTHESIOLOGY,200 BAKER AVE,CONCORD,MA,01742-2170,42.462911,-71.364496,0
41b595e0-bce4-3635-9578-208cc5738817,e8fb611a-e8b1-3acb-abd1-e2ef7f57798d,Fredericka800 Wiza601,F,ANESTHESIOLOGY,200 BAKER AVE,CONCORD,MA,01742-2170,42.462911,-71.364496,0
8420c2c8-5583-337f-a60d-5b06e4d1998b,e8fb611a-e8b1-3acb-abd1-e2ef7f57798d,Jody426 Crist667,M,INTERVENTIONAL PAIN MANAGEMENT,200 BAKER AVE,CONCORD,MA,01742-2170,42.462911,-71.364496,0
ab8596d5-2a19-313a-b8c8-303893fa3e73,e8fb611a-e8b1-3acb-abd1-e2ef7f57798d,Randell912 Wiza601,M,INTERVENTIONAL PAIN MANAGEMENT,200 BAKER AVE,CONCORD,MA,01742-2170,42.462911,-71.364496,0
af508646-f8c7-3bc3-bc0c-56d90be49b38,e8fb611a-e8b1-3acb-abd1-e2ef7f57798d,Jody426 Crist667,M,GENERAL PRACTICE,200 BAKER AVE,CONCORD,MA,01742-2170,42.462911,-71.364496,23
1ebc8ef3-759e-3e2c-aefc-8e4a4301b3e9,2075b030-1585-3772-8792-fa474af2c744,Britt177 Schoen8,M,NURSE PRACTITIONER,689 BEDFORD ST,WHITMAN,MA,02382-1807,42.078974,-70.93939,0
678b99d6-0317-30a0-b5d5-b8fb99d94fee,2075b030-1585-3772-8792-fa474af2c744,Gail741 Spinka232,M,NURSE PRACTITIONER,689 BEDFORD ST,WHITMAN,MA,02382-1807,42.078974,-70.93939,0
f99e2d47-3fb5-399a-bb1b-dc1524bbd549,2075b030-1585-3772-8792-fa474af2c744,Toni630 Crist667,F,NURSE PRACTITIONER,689 BEDFORD ST,WHITMAN,MA,02382-1807,42.078974,-70.93939,0
e466fbef-3724-374c-84d9-1eb9ca667c87,2075b030-1585-3772-8792-fa474af2c744,Gema698 Schoen8,F,OBSTETRICS/GYNECOLOGY,689 BEDFORD ST,WHITMAN,MA,02382-1807,42.078974,-70.93939,0
fb8967d1-f10f-31db-938c-545b3f07e607,2075b030-1585-3772-8792-fa474af2c744,Emeline473 Spinka232,F,OBSTETRICS/GYNECOLOGY,689 BEDFORD ST,WHITMAN,MA,02382-1807,42.078974,-70.93939,0
835fd83e-4e0a-3ad0-b904-42104b954809,2075b030-1585-3772-8792-fa474af2c744,Trevor374 Crist667,M,OBSTETRICS/GYNECOLOGY,689 BEDFORD ST,WHITMAN,MA,02382-1807,42.078974,-70.93939,0
15f0ec57-13d6-3949-bffb-454d8a4ee28d,2075b030-1585-3772-8792-fa474af2c744,Susana117 Witting912,F,OBSTETRICS/GYNECOLOGY,689 BEDFORD ST,WHITMAN,MA,02382-1807,42.078974,-70.93939,0
c68dbe0d-371e-3704-ae78-546ac775f13f,2075b030-1585-3772-8792-fa474af2c744,Marilu588 Romero158,F,OBSTETRICS/GYNECOLOGY,689 BEDFORD ST,WHITMAN,MA,02382-1807,42.078974,-70.93939,0
6b2fa90f-d959-3931-9e71-f7f3e841de85,2075b030-1585-3772-8792-fa474af2c744,Britt177 Schoen8,M,PHYSICIAN ASSISTANT,689 BEDFORD ST,WHITMAN,MA,02382-1807,42.078974,-70.93939,0
47e3ef47-8641-38ad-bd2c-a13c5d708201,2075b030-1585-3772-8792-fa474af2c744,Gail741 Spinka232,M,PHYSICIAN ASSISTANT,689 BEDFORD ST,WHITMAN,MA,02382-1807,42.078974,-70.93939,0
cfda02fa-1a19-35ac-b5d2-b29ec33d4fdb,2075b030-1585-3772-8792-fa474af2c744,Gema698 Schoen8,F,GENERAL PRACTICE,689 BEDFORD ST,WHITMAN,MA,02382-1807,42.078974,-70.93939,33
d3cd3d51-0cfc-3bca-b740-82be122d9f0b,58663821-936b-34cc-9b26-8ec395418f76,Tyra356 White193,F,OCCUPATIONAL THERAPY,99 NORUMBEGA RD,WESTON,MA,02493-2482,42.360502000000004,-71.303433,0
db81ba8b-c213-3735-abc9-b56494816071,58663821-936b-34cc-9b26-8ec395418f76,Gerardo48 Quiroz936,M,GENERAL PRACTICE,99 NORUMBEGA RD,WESTON,MA,02493-2482,42.360502000000004,-71.303433,39
3b39e9c3-b7d1-31fc-bdbd-362dcf39211e,52ac010c-5a9e-307e-a330-92238d8ccbc7,Danial835 McDermott739,M,CERTIFIED REGISTERED NURSE ANESTHETIST,298 CAREW ST,SPRINGFIELD,MA,01104-2316,42.115454,-72.539978,0
